,movieid,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1
3588,2779,50703.0,26452.0,1146.0,128844.0,1143.0,816.0,1052.0,873.0,128673.0,1106.0,855.0,400.0,134.0,672.0,1115.0,130328.0,620.0,856.0,821.0,129354.0
3589,2780,76108.0,1118.0,857.0,119141.0,855.0,887.0,873.0,601.0,116799.0,816.0,439.0,787.0,660.0,672.0,120863.0,115.0,108.0,399.0,559.0,126963.0
3590,2784,27327.0,32666.0,73160.0,7404.0,54284.0,106491.0,797.0,868.0,977.0,559.0,67.0,399.0,690.0,794.0,118985.0,117533.0,687.0,126084.0,641.0,129013.0
3591,2787,129397.0,3220.0,3080.0,128922.0,2698.0,1107.0,2343.0,2438.0,116397.0,109.0,1308.0,1166.0,730.0,545.0,790.0,793.0,2319.0,721.0,403.0,119218.0
3592,2792,110607.0,76149.0,2251.0,128318.0,1109.0,890.0,819.0,795.0,126086.0,1146.0,739.0,721.0,825.0,859.0,773.0,121253.0,142.0,792.0,560.0,130490.0
3593,2795,34189.0,2222.0,871.0,129032.0,1815.0,1360.0,873.0,1316.0,128952.0,560.0,768.0,855.0,1143.0,109.0,129555.0,629.0,1118.0,400.0,403.0,129937.0
3594,2803,48242.0,6766.0,3332.0,129397.0,1146.0,1106.0,1448.0,1109.0,129451.0,1308.0,819.0,739.0,642.0,655.0,768.0,129032.0,400.0,821.0,644.0,130804.0
3595,2810,60110.0,8672.0,1075.0,768.0,655.0,701.0,128952.0,584.0,122104.0,732.0,658.0,33.0,108.0,439.0,403.0,116136.0,133.0,311.0,139.0,117885.0
3596,2811,85881.0,192.0,206.0,89753.0,138.0,152.0,137.0,181.0,88911.0,83.0,90.0,51.0,126.0,74.0,67.0,87.0,9.0,113.0,49.0,81819.0
3597,2814,31909.0,294.0,67.0,112183.0,287.0,189.0,243.0,283.0,106782.0,245.0,119.0,201.0,106.0,109.0,114130.0,90.0,133.0,51.0,37.0,110788.0
3598,2815,116907.0,1843.0,1316.0,128846.0,873.0,1705.0,845.0,629.0,128952.0,284.0,744.0,855.0,1166.0,133.0,607.0,774.0,545.0,400.0,109.0,130746.0
3599,2825,109487.0,5407.0,399.0,108727.0,397.0,284.0,359.0,75.0,110127.0,343.0,251.0,51.0,115.0,131.0,133.0,112469.0,167.0,127.0,56.0,287.0
3600,2826,115071.0,3779.0,1360.0,126575.0,1110.0,3227.0,4075.0,812.0,128914.0,1830.0,654.0,721.0,133.0,1137.0,127021.0,623.0,403.0,768.0,657.0,127323.0
3601,2829,641.0,868.0,1400.0,129013.0,684.0,629.0,1524.0,1118.0,117887.0,675.0,128723.0,579.0,584.0,624.0,795.0,768.0,395.0,752.0,51.0,128914.0
3602,2827,104757.0,66284.0,1467.0,123288.0,1852.0,1524.0,895.0,133.0,118686.0,1110.0,403.0,676.0,977.0,758.0,1723.0,130069.0,1146.0,644.0,395.0,130746.0
3603,2830,3905.0,399.0,139.0,116161.0,343.0,226.0,238.0,143.0,115210.0,134.0,56.0,284.0,33.0,119.0,117176.0,133.0,142.0,51.0,131.0,119145.0
3604,2834,8481.0,7919.0,620.0,118900.0,397.0,399.0,336.0,192.0,116161.0,51.0,137.0,77.0,138.0,226.0,402.0,119567.0,98.0,284.0,56.0,115231.0
3605,2835,114033.0,2230.0,1504.0,128952.0,1553.0,2063.0,1165.0,1528.0,126430.0,1071.0,865.0,824.0,1314.0,1386.0,796.0,856.0,721.0,1166.0,545.0,128914.0
3606,2836,64410.0,8845.0,1118.0,128695.0,1071.0,977.0,895.0,584.0,115235.0,401.0,675.0,690.0,975.0,789.0,758.0,120635.0,579.0,624.0,749.0,129659.0
3607,2844,115680.0,834.0,797.0,126084.0,706.0,675.0,398.0,774.0,118896.0,749.0,624.0,399.0,560.0,607.0,130.0,285.0,713.0,756.0,33.0,119068.0
3608,2846,69906.0,1443.0,855.0,128922.0,1145.0,1316.0,871.0,845.0,128695.0,713.0,776.0,827.0,658.0,1308.0,128952.0,545.0,721.0,729.0,792.0,116887.0
3609,2847,123316.0,889.0,727.0,114048.0,675.0,873.0,690.0,641.0,117879.0,721.0,654.0,404.0,855.0,399.0,311.0,607.0,560.0,604.0,572.0,129056.0
3610,2848,52545.0,26672.0,855.0,111921.0,768.0,723.0,693.0,51.0,118985.0,738.0,620.0,721.0,397.0,226.0,130.0,119155.0,604.0,399.0,391.0,128425.0
3611,2861,94558.0,71241.0,65588.0,1110.0,868.0,1106.0,128167.0,774.0,129030.0,690.0,873.0,790.0,763.0,855.0,33.0,129397.0,629.0,284.0,693.0,130746.0
3612,2866,43589.0,3187.0,884.0,121035.0,2480.0,1045.0,1316.0,1768.0,112950.0,607.0,873.0,51.0,226.0,601.0,128671.0,827.0,1166.0,1308.0,821.0,120132.0
3613,2873,118997.0,876.0,815.0,112850.0,816.0,794.0,723.0,797.0,116161.0,401.0,744.0,734.0,484.0,579.0,400.0,284.0,793.0,310.0,189.0,114246.0
3614,2872,111255.0,5320.0,738.0,129013.0,2438.0,5067.0,3381.0,1705.0,119061.0,651.0,560.0,873.0,814.0,1424.0,130578.0,855.0,871.0,657.0,795.0,121235.0
3615,2879,97132.0,39659.0,8037.0,789.0,738.0,814.0,112062.0,403.0,120466.0,133.0,690.0,721.0,654.0,776.0,693.0,118700.0,284.0,139.0,401.0,128944.0
3616,2882,70970.0,69372.0,868.0,116799.0,672.0,675.0,582.0,827.0,128952.0,607.0,51.0,399.0,624.0,143.0,601.0,129445.0,192.0,226.0,400.0,128922.0
3617,2884,128952.0,769.0,814.0,128679.0,730.0,675.0,749.0,758.0,125970.0,130.0,607.0,284.0,264.0,243.0,713.0,774.0,286.0,560.0,226.0,119141.0
3618,2885,128723.0,1146.0,797.0,115235.0,768.0,980.0,634.0,682.0,127441.0,51.0,584.0,675.0,399.0,796.0,559.0,530.0,398.0,396.0,284.0,130073.0
3619,2887,111443.0,734.0,566.0,115881.0,391.0,722.0,389.0,400.0,110730.0,651.0,120.0,124.0,402.0,576.0,115.0,242.0,200.0,136.0,84.0,112556.0
3620,2894,55507.0,4346.0,816.0,118702.0,739.0,654.0,721.0,212.0,127441.0,192.0,143.0,403.0,404.0,624.0,644.0,118898.0,643.0,683.0,226.0,121231.0
3621,2896,96610.0,526.0,439.0,100010.0,404.0,397.0,283.0,396.0,91890.0,118.0,402.0,51.0,106.0,134.0,226.0,284.0,250.0,37.0,67.0,89470.0
3622,2899,116887.0,1448.0,1139.0,118702.0,1045.0,865.0,855.0,1106.0,115879.0,109.0,859.0,744.0,770.0,654.0,623.0,644.0,868.0,401.0,604.0,121366.0
3623,2900,26010.0,9002.0,6411.0,823.0,792.0,727.0,128952.0,794.0,118890.0,139.0,789.0,676.0,601.0,579.0,109.0,116136.0,679.0,607.0,398.0,118880.0
3624,2904,72852.0,336.0,134.0,117176.0,189.0,330.0,284.0,251.0,116161.0,375.0,75.0,167.0,51.0,67.0,115174.0,119.0,200.0,226.0,37.0,118997.0
3625,2909,80489.0,81910.0,90866.0,72733.0,93840.0,49.0,42.0,51.0,37.0,67.0,12.0,13.0,38.0,23.0,103137.0,56.0,9.0,71282.0,20.0,95449.0
3626,2914,2650.0,649.0,184.0,118696.0,310.0,641.0,601.0,128.0,117176.0,359.0,33.0,189.0,400.0,116.0,109941.0,503.0,80.0,120.0,124.0,128520.0
3627,2917,109723.0,91304.0,71164.0,5330.0,2217.0,4891.0,130328.0,2251.0,128723.0,1524.0,1157.0,770.0,1368.0,4070.0,797.0,128318.0,629.0,871.0,873.0,128671.0
3628,2920,86574.0,26127.0,1146.0,116138.0,819.0,853.0,989.0,672.0,120478.0,825.0,812.0,739.0,625.0,167.0,130.0,118354.0,399.0,644.0,643.0,128425.0
3629,2922,69506.0,60666.0,1319.0,128679.0,690.0,1142.0,794.0,693.0,118706.0,1052.0,654.0,401.0,834.0,1118.0,721.0,129555.0,133.0,604.0,789.0,122228.0
3630,2936,89670.0,4385.0,2230.0,128944.0,2217.0,1075.0,721.0,651.0,123467.0,285.0,1308.0,868.0,744.0,855.0,636.0,118930.0,690.0,399.0,284.0,130075.0
3631,2938,5206.0,65601.0,77364.0,5870.0,32025.0,32153.0,6302.0,402.0,304.0,409.0,133.0,119.0,397.0,201.0,129.0,115617.0,118997.0,117590.0,108.0,126599.0
3632,2940,74701.0,41650.0,2954.0,128425.0,1145.0,1915.0,1558.0,1045.0,117123.0,1165.0,654.0,730.0,981.0,1166.0,1628.0,120803.0,399.0,1052.0,855.0,117515.0
3633,2941,129056.0,2703.0,2230.0,121111.0,2274.0,795.0,1106.0,1723.0,117851.0,777.0,752.0,604.0,721.0,675.0,847.0,401.0,693.0,51.0,399.0,130328.0
3634,2943,64010.0,7197.0,2229.0,127084.0,1718.0,812.0,1743.0,977.0,120934.0,739.0,768.0,642.0,625.0,819.0,644.0,117867.0,403.0,1109.0,655.0,115824.0
3635,2946,86725.0,983.0,311.0,130328.0,884.0,795.0,825.0,855.0,129555.0,226.0,672.0,109.0,816.0,744.0,128944.0,625.0,654.0,768.0,51.0,129285.0
3636,2956,130069.0,1143.0,1145.0,118930.0,774.0,853.0,977.0,1115.0,128091.0,873.0,545.0,33.0,744.0,847.0,889.0,560.0,134.0,399.0,284.0,130746.0
3637,2963,42021.0,607.0,579.0,101142.0,561.0,286.0,614.0,582.0,112175.0,396.0,226.0,310.0,284.0,51.0,115210.0,399.0,200.0,526.0,601.0,110586.0
3638,2965,26344.0,1070.0,200.0,118985.0,591.0,403.0,398.0,847.0,114242.0,652.0,397.0,331.0,53.0,399.0,125966.0,310.0,576.0,264.0,96.0,128944.0
3639,2964,5979.0,6096.0,71732.0,5399.0,31042.0,75990.0,721.0,660.0,827.0,559.0,285.0,286.0,713.0,134.0,117511.0,118900.0,404.0,115122.0,576.0,128922.0
3640,2967,119068.0,1903.0,1145.0,121171.0,1110.0,1561.0,895.0,1443.0,117372.0,744.0,401.0,654.0,774.0,1308.0,721.0,545.0,1553.0,776.0,795.0,130328.0
3641,2968,130578.0,5271.0,1052.0,130328.0,1424.0,2438.0,752.0,821.0,128914.0,843.0,768.0,857.0,1065.0,642.0,625.0,657.0,812.0,770.0,690.0,130069.0
3642,2972,26514.0,796.0,706.0,113642.0,770.0,115.0,721.0,672.0,113275.0,738.0,723.0,654.0,54.0,37.0,114459.0,625.0,579.0,109.0,133.0,114122.0
3643,2973,69302.0,5533.0,873.0,130328.0,5252.0,4385.0,1815.0,4309.0,126923.0,658.0,672.0,1462.0,2564.0,3080.0,129937.0,1368.0,1118.0,625.0,792.0,129447.0
3644,2977,128952.0,1071.0,1143.0,116985.0,845.0,985.0,872.0,895.0,119567.0,744.0,823.0,400.0,399.0,115.0,77.0,749.0,398.0,675.0,503.0,117511.0
3645,2976,34579.0,25964.0,3297.0,130069.0,1815.0,2564.0,1630.0,672.0,123121.0,1118.0,2319.0,655.0,1723.0,1400.0,730.0,130075.0,977.0,607.0,133.0,129447.0
3646,2980,6807.0,394.0,410.0,45950.0,344.0,282.0,223.0,272.0,8961.0,196.0,29.0,339.0,52.0,172.0,81.0,94.0,170.0,125.0,147.0,6963.0
3647,2987,82246.0,81333.0,3277.0,129818.0,3191.0,1118.0,4762.0,3193.0,130328.0,768.0,644.0,2588.0,1109.0,1165.0,819.0,130036.0,739.0,826.0,642.0,130512.0
3648,2988,91660.0,26672.0,1368.0,120934.0,794.0,887.0,873.0,827.0,119218.0,770.0,774.0,789.0,109.0,878.0,855.0,128924.0,693.0,744.0,797.0,117920.0
3649,2991,130328.0,2576.0,1443.0,129937.0,1852.0,1115.0,1141.0,744.0,128671.0,545.0,133.0,629.0,812.0,284.0,826.0,792.0,625.0,642.0,403.0,128520.0
3650,2994,114028.0,722.0,572.0,113188.0,460.0,626.0,404.0,561.0,107406.0,38.0,447.0,536.0,398.0,286.0,120.0,200.0,115.0,467.0,56.0,118985.0
3651,2999,110730.0,398.0,394.0,107042.0,283.0,241.0,343.0,284.0,113188.0,143.0,226.0,98.0,192.0,197.0,244.0,56.0,189.0,109.0,51.0,119145.0
3652,3002,127441.0,977.0,878.0,117123.0,732.0,618.0,816.0,336.0,123947.0,721.0,655.0,291.0,584.0,713.0,752.0,251.0,133.0,226.0,115.0,129340.0
3653,3004,99468.0,85298.0,1743.0,121126.0,1742.0,1534.0,1139.0,311.0,128679.0,791.0,721.0,400.0,872.0,624.0,701.0,114035.0,286.0,868.0,584.0,129445.0
3654,3008,60336.0,88977.0,26418.0,26593.0,83318.0,873.0,401.0,1062.0,284.0,127098.0,51.0,143.0,634.0,774.0,118896.0,675.0,738.0,128671.0,399.0,130073.0
3655,3010,5609.0,1139.0,56.0,118246.0,855.0,776.0,856.0,684.0,115172.0,816.0,636.0,644.0,734.0,642.0,123121.0,130.0,285.0,286.0,396.0,129428.0
3656,3013,70695.0,1158.0,584.0,117909.0,884.0,1045.0,790.0,827.0,115071.0,789.0,706.0,641.0,977.0,679.0,128952.0,607.0,717.0,127.0,744.0,125970.0
3657,3015,80324.0,1448.0,770.0,121111.0,1065.0,857.0,873.0,1071.0,118880.0,752.0,744.0,115.0,797.0,134.0,124304.0,856.0,890.0,795.0,403.0,130328.0
3658,3017,46105.0,51573.0,63617.0,31349.0,72929.0,796.0,641.0,1742.0,789.0,118466.0,675.0,109.0,139.0,115.0,119155.0,399.0,620.0,128952.0,545.0,129514.0
3659,3016,5138.0,1368.0,797.0,129013.0,1316.0,827.0,1768.0,1705.0,128960.0,774.0,878.0,792.0,855.0,701.0,128914.0,789.0,1524.0,873.0,607.0,130746.0
3660,3018,109633.0,78405.0,59838.0,1578.0,1368.0,873.0,130073.0,878.0,129445.0,657.0,1166.0,1115.0,792.0,814.0,855.0,129013.0,676.0,738.0,395.0,128844.0
3661,3019,78539.0,4070.0,774.0,130578.0,4843.0,4013.0,4455.0,5871.0,129354.0,401.0,3890.0,1118.0,1157.0,2217.0,128924.0,4071.0,2698.0,3277.0,2251.0,128952.0
3662,3026,5979.0,496.0,129.0,101864.0,311.0,478.0,394.0,386.0,98369.0,228.0,189.0,138.0,83.0,213.0,95875.0,212.0,219.0,53.0,51.0,103249.0
3663,3030,95521.0,1705.0,812.0,128425.0,1316.0,1146.0,1052.0,819.0,126584.0,843.0,739.0,142.0,859.0,825.0,128944.0,642.0,727.0,721.0,545.0,130328.0
3664,3029,129659.0,1768.0,1133.0,117590.0,1368.0,1723.0,878.0,873.0,121126.0,774.0,1071.0,796.0,744.0,601.0,797.0,311.0,856.0,284.0,115.0,130804.0
3665,3038,103602.0,794.0,401.0,120292.0,721.0,723.0,675.0,654.0,116529.0,625.0,690.0,399.0,139.0,591.0,120478.0,285.0,226.0,404.0,51.0,127441.0
3666,3039,69159.0,68474.0,25809.0,1815.0,1424.0,739.0,129555.0,1115.0,128952.0,642.0,792.0,768.0,624.0,655.0,772.0,130079.0,819.0,400.0,684.0,129947.0
3667,3042,128952.0,1908.0,1796.0,117511.0,1705.0,1133.0,1158.0,977.0,118924.0,887.0,713.0,925.0,792.0,403.0,864.0,584.0,310.0,623.0,559.0,118888.0
3668,3046,5674.0,827.0,143.0,118082.0,749.0,672.0,675.0,763.0,116977.0,816.0,658.0,402.0,623.0,398.0,115240.0,109.0,641.0,775.0,679.0,129428.0
3669,3047,113451.0,747.0,696.0,117176.0,660.0,430.0,576.0,411.0,115240.0,449.0,402.0,119.0,399.0,250.0,75.0,406.0,336.0,226.0,51.0,118924.0
3670,3049,86648.0,85007.0,49917.0,7134.0,675.0,402.0,873.0,115170.0,117123.0,283.0,51.0,399.0,129.0,285.0,243.0,855.0,113207.0,572.0,67.0,128091.0
3671,3048,119145.0,1360.0,1723.0,117123.0,713.0,1134.0,1133.0,789.0,115526.0,1137.0,598.0,120.0,834.0,790.0,816.0,872.0,729.0,660.0,698.0,117885.0
3672,3053,81424.0,77841.0,2343.0,129445.0,1110.0,1157.0,895.0,814.0,127266.0,130.0,825.0,693.0,977.0,134.0,730.0,128914.0,777.0,399.0,607.0,128952.0
3673,3055,30954.0,1165.0,115.0,129285.0,895.0,855.0,399.0,989.0,114563.0,889.0,752.0,109.0,672.0,120.0,127441.0,192.0,226.0,37.0,134.0,128695.0
3674,3056,116080.0,732.0,651.0,128952.0,607.0,624.0,601.0,666.0,121477.0,573.0,124.0,462.0,200.0,570.0,285.0,375.0,84.0,598.0,59.0,130746.0
3675,3063,105746.0,39402.0,5921.0,1106.0,894.0,989.0,129937.0,975.0,119567.0,404.0,672.0,400.0,794.0,770.0,790.0,128632.0,624.0,857.0,658.0,130746.0
3676,3067,67096.0,26229.0,26079.0,3277.0,1165.0,2254.0,127449.0,826.0,127260.0,795.0,672.0,399.0,1115.0,1062.0,2623.0,128671.0,109.0,401.0,226.0,123121.0
3677,3069,6420.0,776.0,284.0,116136.0,402.0,675.0,787.0,723.0,114246.0,226.0,75.0,283.0,391.0,106.0,114552.0,579.0,399.0,120.0,51.0,115231.0
3678,3070,105759.0,871.0,792.0,128812.0,855.0,856.0,1052.0,812.0,128679.0,654.0,727.0,684.0,721.0,657.0,130073.0,825.0,133.0,672.0,284.0,130746.0
3679,3068,114563.0,80129.0,7245.0,5623.0,2127.0,2217.0,125950.0,3277.0,123244.0,651.0,1448.0,1742.0,143.0,1424.0,816.0,130328.0,672.0,777.0,815.0,129354.0
3680,3078,101247.0,797.0,579.0,129447.0,730.0,675.0,873.0,1133.0,127441.0,400.0,399.0,130.0,584.0,33.0,130069.0,853.0,310.0,774.0,143.0,126430.0
3681,3076,48972.0,86864.0,103982.0,47736.0,95858.0,113453.0,1532.0,1115.0,1877.0,693.0,721.0,1065.0,1360.0,1324.0,114329.0,116841.0,120.0,117728.0,591.0,130075.0
3682,3081,72852.0,6677.0,1316.0,130580.0,1830.0,5320.0,3297.0,1309.0,129707.0,3332.0,1443.0,749.0,3383.0,1052.0,129285.0,2217.0,1118.0,977.0,777.0,130842.0
3683,3080,2640.0,285.0,17.0,72998.0,199.0,193.0,152.0,194.0,71606.0,127.0,14.0,30.0,220.0,161.0,55553.0,107.0,44.0,164.0,105.0,85414.0
3684,3079,129013.0,1819.0,2226.0,128723.0,1102.0,1001.0,675.0,1723.0,128167.0,399.0,624.0,878.0,134.0,1062.0,226.0,658.0,855.0,774.0,749.0,130075.0
3685,3090,81702.0,36436.0,889.0,129354.0,620.0,815.0,675.0,576.0,121126.0,285.0,683.0,130.0,658.0,109.0,1071.0,124943.0,399.0,51.0,33.0,118082.0
3686,3094,68843.0,8652.0,1796.0,117123.0,1146.0,878.0,1142.0,752.0,118898.0,399.0,1139.0,1075.0,675.0,701.0,130.0,114795.0,873.0,815.0,591.0,128671.0
3687,3091,79081.0,816.0,721.0,127441.0,819.0,825.0,815.0,739.0,127315.0,642.0,226.0,812.0,675.0,142.0,128600.0,684.0,654.0,284.0,560.0,114818.0
3688,3097,65288.0,42634.0,2274.0,120292.0,1165.0,1886.0,1448.0,792.0,128952.0,989.0,620.0,873.0,855.0,1106.0,651.0,129447.0,1316.0,895.0,404.0,128924.0
3689,3099,130328.0,1146.0,989.0,129555.0,1065.0,855.0,868.0,979.0,125950.0,795.0,624.0,856.0,774.0,721.0,403.0,109.0,857.0,399.0,654.0,128723.0
3690,3101,36902.0,1165.0,768.0,129401.0,1106.0,821.0,1109.0,2484.0,128924.0,826.0,142.0,739.0,727.0,738.0,128960.0,819.0,983.0,1710.0,604.0,130394.0
3691,3104,87721.0,4891.0,857.0,129447.0,1368.0,1781.0,2217.0,1316.0,129401.0,873.0,1045.0,1115.0,1400.0,821.0,130490.0,773.0,871.0,777.0,721.0,128679.0
3692,3103,117867.0,1308.0,1145.0,114704.0,1134.0,873.0,868.0,977.0,114028.0,853.0,889.0,774.0,399.0,791.0,400.0,864.0,790.0,856.0,624.0,129659.0
3693,3107,130642.0,2588.0,3297.0,130069.0,1109.0,1106.0,819.0,1141.0,129445.0,859.0,658.0,826.0,2251.0,1709.0,400.0,768.0,142.0,1139.0,284.0,128679.0
3694,3209,807.0,526.0,77.0,98961.0,495.0,244.0,313.0,398.0,103515.0,255.0,152.0,312.0,212.0,116.0,112019.0,59.0,40.0,183.0,106.0,113924.0
3695,3113,1308.0,97216.0,79653.0,79430.0,1140.0,1165.0,1115.0,130075.0,128952.0,1714.0,395.0,109.0,895.0,284.0,871.0,1118.0,130642.0,1122.0,675.0,129445.0
3696,3114,99901.0,80164.0,3583.0,130746.0,3193.0,1709.0,3376.0,642.0,126106.0,819.0,684.0,1738.0,738.0,895.0,727.0,129644.0,1400.0,739.0,644.0,130520.0
3697,3120,83837.0,37846.0,1577.0,124867.0,853.0,1400.0,873.0,693.0,116907.0,398.0,400.0,607.0,855.0,284.0,133.0,129397.0,790.0,285.0,774.0,128673.0
3698,3121,115210.0,679.0,644.0,114028.0,654.0,675.0,572.0,411.0,114795.0,51.0,399.0,189.0,226.0,90.0,439.0,200.0,284.0,401.0,75.0,119145.0
3699,3123,5607.0,4047.0,3590.0,3167.0,136.0,109.0,251.0,64983.0,68319.0,12.0,13.0,72.0,99.0,84.0,83.0,186.0,72998.0,146.0,67.0,103980.0
3700,3125,102922.0,49291.0,1052.0,117374.0,816.0,873.0,1368.0,774.0,129354.0,834.0,721.0,738.0,591.0,545.0,675.0,123121.0,1165.0,734.0,192.0,115471.0
3701,3128,4202.0,4924.0,5592.0,1045.0,827.0,758.0,120934.0,701.0,113829.0,192.0,399.0,774.0,756.0,398.0,675.0,129659.0,672.0,717.0,51.0,110110.0
3702,3134,26127.0,2274.0,399.0,116397.0,1843.0,1886.0,895.0,1765.0,119670.0,1448.0,1316.0,693.0,855.0,843.0,127298.0,109.0,1553.0,812.0,1122.0,129514.0
3703,3138,108945.0,1039.0,855.0,113798.0,774.0,790.0,579.0,794.0,114721.0,130.0,404.0,310.0,696.0,167.0,284.0,399.0,226.0,582.0,37.0,128167.0
3704,3140,61357.0,5035.0,525.0,112940.0,287.0,399.0,404.0,51.0,104906.0,37.0,115.0,90.0,226.0,197.0,220.0,126090.0,284.0,189.0,133.0,117176.0
3705,3141,48943.0,6017.0,1886.0,120132.0,1558.0,1471.0,1705.0,623.0,117533.0,816.0,1062.0,1145.0,843.0,1360.0,684.0,123316.0,795.0,1577.0,559.0,128922.0
3706,3145,115881.0,26672.0,1886.0,128425.0,895.0,1052.0,894.0,796.0,129013.0,738.0,683.0,774.0,675.0,636.0,629.0,129818.0,601.0,752.0,658.0,128952.0
3707,3146,98604.0,92500.0,77711.0,1109.0,789.0,819.0,128914.0,816.0,128673.0,792.0,403.0,739.0,773.0,625.0,658.0,129397.0,812.0,642.0,395.0,129445.0
3708,3151,3477.0,1428.0,134.0,94070.0,118.0,66.0,72.0,38.0,109487.0,40.0,68.0,55.0,8.0,51.0,75.0,102800.0,56.0,54.0,37.0,111659.0
3709,3154,114707.0,409.0,399.0,118696.0,301.0,291.0,396.0,398.0,113275.0,283.0,126.0,134.0,241.0,59.0,250.0,108.0,117.0,189.0,106.0,118997.0
3710,3157,68897.0,1122.0,812.0,128846.0,1109.0,642.0,826.0,819.0,129937.0,853.0,816.0,1075.0,625.0,284.0,128975.0,644.0,721.0,675.0,739.0,129401.0
3711,3159,106881.0,69906.0,47484.0,2230.0,1787.0,1110.0,128520.0,1434.0,128844.0,311.0,789.0,776.0,654.0,721.0,856.0,129644.0,1122.0,1143.0,672.0,130490.0
3712,3161,6033.0,716.0,284.0,121171.0,706.0,396.0,476.0,399.0,119139.0,59.0,402.0,561.0,67.0,336.0,124859.0,391.0,192.0,189.0,37.0,117146.0
3713,3164,2662.0,273.0,41.0,72701.0,180.0,266.0,203.0,163.0,78499.0,93.0,3.0,237.0,168.0,207.0,79185.0,122.0,161.0,62.0,74.0,88140.0
3714,3168,105223.0,99901.0,68163.0,1765.0,1118.0,1705.0,129947.0,2564.0,129713.0,792.0,629.0,1137.0,1557.0,143.0,1443.0,128544.0,1448.0,655.0,871.0,130328.0
3715,3171,54256.0,774.0,396.0,115170.0,623.0,654.0,703.0,768.0,115664.0,411.0,75.0,56.0,119.0,399.0,114342.0,675.0,51.0,721.0,90.0,128671.0
3716,3177,129354.0,1553.0,977.0,128922.0,1308.0,868.0,1110.0,1133.0,127096.0,853.0,139.0,790.0,591.0,795.0,730.0,579.0,734.0,629.0,721.0,117885.0
3717,3182,103606.0,106785.0,1314.0,127098.0,857.0,1159.0,821.0,618.0,117192.0,139.0,834.0,772.0,660.0,120.0,738.0,129285.0,399.0,679.0,607.0,123947.0
3718,3186,80449.0,27642.0,5616.0,129013.0,5261.0,4075.0,977.0,1157.0,129512.0,134.0,4170.0,730.0,3856.0,3383.0,399.0,129913.0,657.0,812.0,654.0,129401.0
3719,3190,104552.0,76718.0,1122.0,128952.0,884.0,1058.0,601.0,682.0,124859.0,675.0,823.0,607.0,109.0,683.0,749.0,119068.0,545.0,402.0,33.0,129445.0
3720,3194,106011.0,72844.0,32799.0,1308.0,1139.0,770.0,129032.0,763.0,127152.0,857.0,853.0,1118.0,559.0,684.0,624.0,123947.0,400.0,721.0,403.0,129818.0
3721,3195,110297.0,1496.0,1014.0,97797.0,1255.0,1364.0,964.0,755.0,101895.0,405.0,472.0,783.0,277.0,388.0,466.0,486.0,398.0,355.0,341.0,112175.0
3722,3197,130079.0,855.0,1553.0,115761.0,873.0,1115.0,977.0,1368.0,120823.0,776.0,774.0,643.0,797.0,651.0,629.0,404.0,1316.0,1075.0,713.0,130804.0
3723,3200,88977.0,2954.0,73608.0,89021.0,1065.0,1145.0,1368.0,120478.0,129659.0,636.0,774.0,770.0,607.0,684.0,721.0,1115.0,130328.0,655.0,284.0,129285.0
3724,3206,61937.0,27441.0,26338.0,1843.0,1134.0,977.0,121126.0,975.0,121035.0,284.0,853.0,1039.0,582.0,560.0,693.0,129285.0,623.0,682.0,624.0,130804.0
3725,3211,113573.0,88934.0,5627.0,1316.0,878.0,1308.0,129285.0,738.0,115235.0,797.0,752.0,400.0,773.0,873.0,744.0,119068.0,763.0,545.0,133.0,116080.0
3726,3223,111661.0,1001.0,732.0,116138.0,744.0,855.0,576.0,607.0,118930.0,756.0,723.0,476.0,679.0,251.0,411.0,385.0,192.0,336.0,167.0,116799.0
3727,3224,54872.0,768.0,411.0,121598.0,404.0,752.0,625.0,399.0,121126.0,284.0,192.0,51.0,654.0,738.0,127027.0,402.0,139.0,226.0,401.0,127441.0
3728,3230,67894.0,834.0,857.0,118702.0,789.0,682.0,872.0,1062.0,128091.0,683.0,133.0,684.0,559.0,33.0,130073.0,401.0,894.0,310.0,729.0,130746.0
3729,3236,99114.0,251.0,220.0,89470.0,242.0,169.0,124.0,152.0,91529.0,73.0,203.0,71.0,107.0,146.0,137.0,68.0,129.0,26.0,72.0,89759.0
3730,3247,126548.0,30854.0,792.0,128952.0,684.0,739.0,1109.0,826.0,129397.0,657.0,642.0,400.0,655.0,644.0,821.0,129555.0,727.0,620.0,395.0,130642.0
3731,3249,128695.0,2217.0,3297.0,128592.0,1434.0,1071.0,2508.0,1140.0,129032.0,651.0,1308.0,672.0,654.0,133.0,827.0,821.0,1524.0,789.0,400.0,130642.0
3732,3253,128848.0,6766.0,4882.0,130496.0,3890.0,3856.0,3381.0,6501.0,129555.0,1781.0,3193.0,1122.0,1787.0,657.0,1443.0,1709.0,3904.0,855.0,1110.0,128952.0
3733,3255,105159.0,66284.0,6340.0,128632.0,2564.0,5877.0,3647.0,1709.0,124861.0,2980.0,1424.0,1400.0,871.0,133.0,821.0,130328.0,2484.0,395.0,1308.0,129285.0
3734,3256,103266.0,104249.0,119567.0,27640.0,1308.0,2251.0,1109.0,3164.0,654.0,128952.0,819.0,657.0,773.0,142.0,129451.0,2489.0,1738.0,134.0,123288.0,130804.0
