,movieid,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1
1819,131110,98122,101947,128684,113634,53833,86290,100298,1360,79570,81156,101904,77966,56253,109280,44900,5324,68536,98996,106306,97190
1820,131112,1592,80825,131070,131250,121767,109359,125954,2149,115943,6202,80860,64900,128601,881,116738,2472,83920,5106,115122,115701
1821,131114,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
1822,131116,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
1823,131118,92829,496,2123,110921,87763,121233,119,87047,93612,2420,115664,65181,4664,70984,7845,47306,2327,120138,65577,108466
1824,131120,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
1825,131122,95705,117527,26108,26346,626,86785,117572,130066,53133,5685,129857,126510,58452,447,4631,90561,5518,104406,89016,111266
1826,131124,104076,6779,87685,108156,25931,84637,8757,73117,109199,26698,4361,588,45517,95875,53189,94280,80924,5837,8949,125507
1827,131126,45517,54272,87446,7186,74541,84637,1566,44399,3481,1500,131124,4990,5431,4886,5804,93921,952,109199,6455,5375
1828,131128,6202,106214,80586,89554,117065,65660,99317,6311,69448,87975,119563,99389,96569,7621,100463,54378,85007,88061,71804,120875
1829,131130,1282,709,1907,364,111632,115949,45517,6889,97913,4016,4570,48,52287,71494,99246,90206,96069,53460,104076,1566
1830,131132,45517,54272,131144,95167,1566,87446,4990,52287,72692,588,114958,4886,104076,48982,53121,64249,4306,88356,131080,78022
1831,131134,709,48,2687,7374,1282,1907,588,364,5218,6889,1566,616,783,104144,4016,2123,2033,2048,131144,1032
1832,131136,91805,8694,45517,78022,73804,95167,8814,112138,62718,8878,145,84637,6533,54272,2316,82703,5802,62250,52287,93831
1833,131138,106214,6202,2476,1749,65660,1216,90965,99389,201,45175,82322,128601,5221,88061,8812,89774,88028,54378,98162,7621
1834,131140,71438,98162,113073,57041,83668,1216,62081,6838,47868,110781,26194,121451,111259,99539,62155,915,8834,73117,59602,4184
1835,131142,1907,6889,364,783,588,2687,709,1566,48,1282,87446,45517,7374,4016,71494,117851,4886,2123,92829,99246
1836,131144,1907,87446,6889,588,2687,709,1566,783,364,45517,5218,84637,99246,52287,60979,131146,4886,104076,48982,4016
1837,131146,2123,2687,48,596,813,63329,4016,53121,709,364,1566,1282,131144,2033,108046,83337,5913,6889,97913,104076
1838,131148,106214,129348,116539,6546,6012,86815,6155,101952,95967,2149,92264,93723,82235,80295,88065,116600,89393,118166,1587,82370
1839,131150,121489,88925,7268,45845,106,71726,48167,106399,110276,131144,8747,61013,86515,126925,99240,73608,116939,131132,6089,115247
1840,131152,112066,6209,2943,460,109524,69748,128622,8812,108046,7220,5720,7915,3920,88028,100161,82235,106277,117551,113374,77353
1841,131154,106,86515,97306,121489,92046,126925,131009,131076,131142,45845,7268,8643,88925,71726,48167,106794,6893,7036,124919,5470
1842,131156,131241,89554,49902,5377,7317,44195,115465,115943,121767,1235,7084,26324,65133,6529,93725,105302,105468,633,76173,47028
1843,131158,119950,5170,120518,6546,129348,92424,117736,2149,50641,117752,60827,89222,47918,6310,5094,56432,4579,120928,3626,113306
1844,131160,47940,110116,63629,96569,106214,66352,108046,6202,8812,117572,80076,5518,86442,98400,100141,8518,1216,26346,121831,59366
1845,131162,127001,8963,72512,89570,26308,58452,3079,2732,6580,108046,46976,108791,4784,98911,91169,58111,74886,8533,102792,94815
1846,131164,54607,95604,127019,111380,97988,108493,47918,81445,112923,104039,3342,129651,120629,61434,83357,103081,99693,131070,109282,101058
1847,131166,54607,98144,2427,95604,131164,109282,73472,502,122756,61269,80337,71931,97988,107912,44719,120627,119567,111380,129389,3836
1848,131168,98797,113073,99539,1896,4469,7322,81027,129555,58492,4607,87356,58373,5802,1216,7031,127011,4318,91500,58452,115166
1849,131170,95875,89774,2687,8676,110508,7846,56775,101180,379,1377,1373,115565,364,102880,1282,48,596,6333,26724,7252
1850,131172,73117,6580,86442,112066,69748,130622,83560,80295,5350,91805,89000,84226,112550,89753,6377,99043,2123,26222,90960,99906
1851,131174,6570,93952,82370,539,347,89000,111659,105709,53416,94839,79238,57291,273,8679,26197,3505,8748,77795,118718,6083
1852,131176,915,88028,8900,130622,91981,95705,45134,96302,2893,76291,112640,109000,8705,97823,6318,66620,65277,79929,78557,116539
1853,131180,8679,3770,74113,108190,5311,124442,112640,105040,110535,66369,59615,5744,2209,5219,4441,91974,131070,6105,124983,26551
1854,131231,129348,116539,5170,1216,116600,94663,52724,80779,112477,106214,79929,76238,88065,117752,7808,99389,47918,88061,6012,98797
1855,131237,6202,60106,91223,131070,94280,26707,80779,111303,915,6259,79824,76173,104406,54378,73240,5904,62847,69448,106214,117332
1856,131239,1907,588,87446,96569,2123,564,131060,91805,6570,94969,4162,2687,4090,104076,52287,6889,7067,82459,8839,6404
1857,131241,8812,108046,83337,88028,8705,78557,43899,4891,131250,7220,82641,111946,116539,117326,110326,26730,8900,7752,26504,2123
1858,131243,626,72692,112640,58452,5377,84238,4990,60941,45517,8693,111259,3537,4886,8705,53121,73117,83337,96069,64993,108046
1859,131248,85261,95167,86298,6889,45517,4016,4990,111659,1566,2123,4090,52287,114856,126749,87446,3114,63859,73804,114552,108983
1860,131250,7220,117572,117527,4579,2943,116539,117586,82631,6012,8812,50641,89016,5985,447,117752,88672,80779,6546,80141,5106
1861,131252,101904,86290,87059,8812,1570,1579,26158,79238,6328,74306,78757,117017,109993,91983,78268,85910,90424,148,5465,47274
1862,131254,108046,88028,95591,57482,81398,114017,107458,813,71444,129348,117572,117527,4441,107115,26123,60941,2157,109850,5767,101640
1863,131256,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
1864,131258,98755,26236,117478,107445,82631,86880,116803,59315,5267,117474,98069,2649,74653,2947,117442,96302,6344,1749,5106,5485
1865,131260,7625,2342,6735,988,82353,44900,120132,6134,123107,31026,1760,63393,2686,86337,6856,26274,6911,80022,4757,6231
1866,131262,111659,65882,104312,5755,95705,105731,51709,626,837,5966,230,8748,5999,109199,82703,129857,63992,131122,1216,50641
1867,102910,6838,1102,4129,2387,4237,121596,82115,5271,101904,62662,110116,81398,2331,89069,110966,3903,97673,65088,26222,6453
1868,102912,106214,6546,79238,4515,71047,81090,47918,939,95967,92424,116600,5266,87761,82063,120928,111632,8850,7447,3045,116539
1869,102917,5669,109771,108493,81445,111303,104412,2476,69708,7156,26325,81111,6365,66352,103883,104266,107352,114040,120823,68153,100246
1870,102920,6929,58452,8812,65277,6779,127001,100246,5729,111259,80363,103547,99539,81142,97994,86068,114337,112640,106607,96569,115023
1871,102922,88028,80779,110503,91981,81927,114128,92106,96227,1523,259,101180,111946,7439,101904,121055,76173,109000,88061,71057,86513
1872,102924,110508,6209,6365,4889,7846,96302,61646,118752,90382,91795,82744,92106,52956,68959,102178,6194,4983,3432,2789,72724
1873,102941,58452,103010,6209,67298,108046,95705,25788,101058,55073,61264,697,130474,100270,86181,2943,112066,4469,98607,5991,7111
1874,102943,112640,5837,109359,104076,6715,95875,91974,2123,1907,91169,126949,65277,72692,7193,588,5863,125085,1985,117065,26148
1875,102949,60686,111659,100062,108928,86628,4338,5358,3761,60020,26388,67508,129068,1262,89000,7108,6570,65216,48833,61991,48159
1876,102951,4961,84770,5669,73526,104636,129555,1147,8794,6052,96941,62237,83337,100338,59731,81788,5407,106052,3680,107102,37
1877,102953,65660,110116,106214,84446,8705,5485,8812,98376,88061,539,123,95510,129784,4259,117586,26101,96569,2492,78916,61467
1878,102956,71688,6544,74547,26191,79590,26346,93037,26577,119804,91112,83345,6732,107050,8705,8824,700,3102,88166,2266,98217
1879,102961,44717,5120,5945,8689,3004,114678,8757,59922,26101,5221,89769,3028,108156,7381,5485,80295,26010,84446,5767,31026
1880,102963,83337,26435,108046,60827,86316,8705,79590,8875,85440,98217,76063,126290,117752,5106,7034,112640,124657,1749,116539,99085
1881,102965,5460,2354,1507,1204,5001,84643,127626,85894,69356,8679,5653,3022,6457,92234,97884,3035,6354,90522,87192,45648
1882,102967,88065,80779,8875,100103,3045,60827,117752,99389,50641,77896,8933,116539,1237,105865,76238,73826,5094,111107,80405,112477
1883,102969,106214,2149,4579,69448,116539,1587,80779,3494,80405,1006,86785,108156,6202,26707,126184,60106,2472,6838,6546,119627
1884,102972,94280,83158,102997,65277,94403,66302,112066,127272,26236,94900,83056,86513,8504,6931,129227,111040,598,5767,55112,114250
1885,102974,6546,120928,4579,93723,101799,95967,8933,89222,100103,5040,88065,112477,129348,3045,90738,2472,2149,94833,5094,86815
1886,102978,88028,54826,73117,8729,97688,4631,109524,854,95705,26707,93914,26346,93939,58452,84252,103036,82235,98217,26101,121451
1887,102980,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
1888,102984,6546,47918,2149,1094,112477,89222,5094,129348,88065,77896,106214,87785,101640,6272,78461,126588,90738,108953,78696,50641
1889,102986,106214,128622,108046,48833,81831,113707,3974,84238,6987,89069,93669,1656,68884,72703,70722,105709,232,87975,1507,3590
1890,102989,53133,97823,2155,89016,26448,2943,158,117527,2565,58452,55555,98217,112423,85440,98797,81788,5071,84090,95705,121184
1891,102991,47918,6546,76238,4117,120518,7287,4808,5094,129348,90738,89774,92424,106214,94833,89222,1523,82370,627,25746,80779
1892,102993,131231,5485,98378,89554,99754,96227,111946,125545,48899,5221,65660,126290,2476,88339,69448,108046,784,47793,81831,60411
1893,102995,84252,80924,7802,5876,68288,117438,1221,88138,73513,112316,72703,54286,5847,8532,93132,26158,108014,69712,71573,98284
1894,102997,53133,5767,129348,82711,106160,8812,5350,6838,91421,106214,68959,73885,98911,63329,66302,71444,48530,70661,5465,47670
1895,103003,101904,94419,1377,86442,113343,83244,61357,57991,107075,95688,5473,54778,5669,56479,73813,64900,2337,111303,59621,112800
1896,103006,86815,129432,117752,60827,50641,109177,86785,5966,117572,129348,79929,7078,4579,5040,8875,108156,2943,116859,101952,2331
1897,103008,6048,5802,116539,8763,129337,88468,50641,1565,88672,7808,60106,116600,5040,130520,130626,79929,1216,60827,8693,103228
1898,103010,58452,86181,7703,111040,88028,8812,121055,104226,7220,110627,117527,78715,117586,8705,98217,5071,100161,79929,90561,70661
1899,103017,906,77682,45758,879,4469,110673,6645,111659,903,97246,95875,71573,89000,2753,107445,4056,4164,4865,230,130784
1900,103022,630,6344,1749,5946,91805,110116,93939,4964,6202,106214,99243,80779,59922,43,116855,8812,83920,1006,131060,5828
1901,103027,8963,2622,94280,85175,26707,915,115249,120132,3196,93029,91713,83056,2788,6732,95732,102039,5135,86316,91494,82852
1902,103030,88028,83337,66718,82641,111946,75994,1547,91981,108046,104406,50923,98162,4891,73240,26448,129937,85440,8705,99539,112800
1903,103032,130622,109323,4237,82335,100517,79238,96653,92120,2354,97775,363,87928,4515,130374,86290,88073,103590,101904,5820,2030
1904,103036,53161,93914,97823,5685,26707,3069,4631,26108,86785,121055,2943,126510,109173,96401,95600,915,5188,71693,44709,117527
1905,103040,8818,102901,71823,6944,25872,6991,108046,69438,4996,92264,128534,1588,6958,6764,88599,1866,2266,87514,92180,104743
1906,103042,104076,124867,2641,2643,1377,2123,4990,95875,74731,71057,1907,26504,67252,26724,99600,52806,102880,85770,57041,95510
1907,103044,26101,82641,4579,108046,6209,102901,119950,8900,106460,7013,69821,121451,86316,57991,75423,3306,6202,49494,60941,100141
1908,103048,115460,8504,2123,5485,43,116487,3004,106214,77353,8812,1749,78,6344,96569,98938,26194,78170,91795,1940,86298
1909,103050,58452,8705,6779,94900,56587,108046,2893,5218,26707,112640,8812,43267,72929,98458,82906,86068,111259,26191,122861,64900
1910,103052,2943,83264,2331,92027,98911,116539,60827,86815,5985,127728,55245,87761,80779,89848,114394,7447,232,79929,131250,8705
1911,103055,3004,109199,73117,104076,72741,626,107928,4990,93733,118696,115465,71141,86298,105468,121300,60128,114261,5271,76238,88672
1912,103057,70188,3259,100310,5867,58627,85106,110,5184,54229,4736,87589,119147,5521,5859,26012,5174,6828,60316,47306,4061
1913,103059,53133,230,26346,95705,130066,101262,58452,111266,6940,80586,53161,86277,72936,110765,131122,130964,691,26191,2565,119303
1914,103064,5071,5671,99539,1216,95600,109173,7621,103010,111040,263,98217,119303,131070,447,112640,86513,108046,83337,185,111259
1915,103066,67999,87591,50658,1161,83326,108520,97673,114261,70661,86298,72032,56152,112171,109713,92963,99693,58452,4766,103052,112175
1916,103068,75440,1459,4384,1390,128091,71139,102978,108149,128922,1588,106892,8755,111626,97397,6944,5669,84770,100167,117638,107352
1917,103071,26346,110765,93914,130066,73117,97823,95705,82711,117527,6940,96069,53133,86815,26496,110673,58452,8748,26448,117586,82235
1918,103075,86778,117065,26125,128546,105040,90876,26724,92106,98239,116945,112640,107548,115023,26203,51709,91500,85686,98786,100810,112753
1919,103078,80862,85440,109359,89126,8705,80109,8900,117572,86442,82235,60941,43899,8812,84436,1547,5518,115556,99314,94969,103406
1920,103081,108001,111303,80428,79029,8962,70661,106214,4185,4515,80337,7915,100463,26194,118206,76866,201,131070,26125,105865,119929
1921,103083,95875,783,2687,709,83613,6889,48,4853,1907,364,2916,2123,91766,116181,1566,85770,5555,101952,110553,87446
1922,103085,5837,112175,57041,56801,58123,4193,130508,2613,59392,131124,106017,106374,76077,166,70208,79230,64900,85175,1680,8722
1923,103089,25970,111946,88028,95591,8812,8705,4441,83337,89016,81142,53841,82641,113374,74086,60941,100141,5985,95875,96227,80779
1924,103091,97673,108945,112911,111303,6533,129555,8705,2472,131070,4403,87719,47918,121227,121467,109713,60231,915,78264,69708,114337
1925,103101,113205,79467,121031,89616,96805,117541,110314,87992,69255,90815,3626,91556,1545,60827,25746,5840,98509,126136,54193,115166
1926,103103,58452,88991,128622,121055,129857,52942,110765,100275,98797,26346,59313,100161,691,96401,8748,5188,93504,117527,83920,86277
1927,103105,4853,69136,88129,95875,131122,59315,70305,112640,4990,2053,129763,87356,101640,26724,111759,626,4658,4985,517,87047
1928,103107,97988,115941,106214,99417,118206,115540,86337,126409,2337,26147,5271,7316,6052,5465,72913,70824,87975,92252,6369,119563
1929,103112,60941,8900,96569,96227,108046,8705,88028,76173,113374,104076,98162,89016,95875,88061,43899,121300,110326,129348,68237,83337
1930,103114,117065,8634,118752,100463,70495,65277,6202,7923,102749,110008,4373,26236,432,121436,88028,114849,99389,3259,4834,99317
1931,103116,107359,99539,2331,128301,5271,81184,83158,5669,53406,4808,99452,66854,103052,111303,107516,7396,72512,26655,101648,6594
1932,103118,108100,101904,5050,77966,109385,59478,103255,121596,1423,8845,68612,107422,48319,118766,83801,94429,121103,104103,92357,50851
1933,103120,58452,104406,110535,158,89016,2565,121184,110765,82235,8705,986,80076,130066,129784,99317,98217,98797,102807,126510,66097
1934,103130,72235,106214,110110,97165,129337,3141,90744,2123,98109,78629,79720,106109,129435,105954,102880,440,5597,116487,80295,7188
1935,103132,3137,51080,588,1377,2687,8815,6889,115565,7573,90403,4521,81637,648,26144,44582,259,48,2252,88796,105585
1936,103135,98378,201,82631,1749,85369,1592,80295,110326,1767,915,117930,4164,79644,67878,112477,61646,106193,6344,98938,43
1937,103137,125353,113039,85305,5049,6214,85770,92064,115258,6035,7364,119303,7229,87909,109684,75808,145,4853,86909,101687,90876
1938,103139,5465,5350,5112,77353,6286,116487,91914,71444,72512,78170,88028,52956,66352,65603,85012,60059,8812,96227,112477,87766
1939,103141,4886,45517,6889,783,1907,52287,709,5218,84637,4990,364,1566,87867,104076,86298,87446,46948,2687,105468,588
1940,103150,66352,96227,2476,88028,67252,127264,68959,106460,102125,111946,128578,2748,106498,106214,5692,92106,82711,6681,82641,60941
1941,103164,131070,70661,55269,114721,61695,112800,82902,73587,53406,88672,97913,91805,116985,78715,5610,107232,47306,122861,129784,88028
1942,103166,108493,83310,86210,114011,4515,73581,103635,85910,104412,3022,102917,96941,99452,96894,44943,26617,101400,1204,99147,81445
1943,103171,124657,114017,45175,108160,92106,85007,114678,81383,5607,113521,2092,72,44195,108427,97468,98162,5170,107115,94900,460
1944,103175,81831,5465,101904,5350,91914,7098,51891,5897,100517,92062,107754,101747,7356,126815,70703,45079,94969,8960,4154,97186
1945,103177,52796,107359,127001,7375,843,57942,112165,94675,83264,108493,93029,109203,5465,77707,26197,127082,127728,74095,45940,8963
1946,103182,51678,102284,111583,3028,26000,98755,96569,91571,116323,26111,112359,5544,92457,7077,87262,25878,47927,128301,4041,4184
1947,103186,108046,5985,8705,96569,112640,8812,73117,78557,106460,58494,64784,109359,5377,88028,84446,60941,26435,6318,87867,7204
1948,103190,104076,112640,4990,111659,72692,5672,127001,25970,118696,57709,96131,95875,52806,8898,2495,59315,2893,86815,130066,83
1949,103203,86815,53133,82235,1695,26346,1907,80831,58452,111659,301,99539,96401,47165,588,93952,201,6940,6404,130066,85453
1950,103206,109684,1759,6571,93914,86210,5252,101692,26530,83529,78170,47129,5275,7458,3811,106747,3302,5806,3808,87354,83527
1951,103208,2679,119214,70661,6896,722,69358,93365,106224,71282,1140,93520,100338,87928,82115,230,1175,105952,77357,87591,1102
1952,103210,112640,95705,90603,6209,88028,99014,130578,69748,127264,112066,72344,52806,95510,101864,4891,3889,55167,64900,45576,122300
1953,103212,6202,5744,80779,111303,8784,3331,1749,52724,122254,43,26189,96569,2492,5863,65315,69448,111040,68653,91805,49902
1954,103219,60941,45517,26388,70961,6570,5966,44255,111659,102469,71573,75414,115556,3857,7186,120132,81788,99539,99721,114436,93952
1955,103221,626,1566,588,2687,3326,6529,5621,109359,709,85894,6308,7708,6889,5863,3259,111659,78041,595,1907,95875
1956,103224,1547,81138,96569,111946,80779,88061,79838,109359,1592,121300,60546,80862,109000,66352,76173,116539,99744,83337,95591,113374
1957,103226,112780,1262,7193,93520,82049,101989,4907,98607,62081,114704,58452,72593,102033,26698,5027,5400,130380,26664,100579,69640
1958,103228,89774,1216,5094,76718,5802,6838,77896,101864,108156,96131,6882,109319,5040,88468,50641,86815,92096,70817,116539,88672
1959,103233,5109,4990,5106,70697,2394,3754,71404,72356,119929,4016,44022,4154,88356,112640,2142,3945,114721,58404,4241,8788
1960,103235,1749,6012,78557,5966,80295,83337,8705,4259,98217,43899,82235,88028,85440,626,96227,5485,70157,52724,60941,81788
1961,103237,5767,7768,70661,6209,26123,54826,109177,60289,26724,114199,1117,1602,44709,100141,82711,71688,6344,116487,89016,1547
1962,103249,95875,2687,83613,117065,108190,101180,85770,70824,99539,4643,84799,102880,588,92096,8830,126562,97988,62081,56174,87430
1963,103253,116539,5094,113306,76291,6838,5985,5170,89222,7808,6882,108953,106214,47918,101640,88065,87785,5966,1216,6546,5802
1964,103255,60941,85770,933,129937,2058,70961,87975,5221,104736,96227,67255,26388,58033,5966,91658,53737,111329,4958,5712,8664
1965,103257,91805,6202,86316,106214,26147,103420,8705,109359,111303,2472,71899,98378,8812,56715,131070,4740,100463,131122,7034,93939
1966,103259,4441,69748,88028,100312,108046,4613,109359,90738,92956,58452,65660,70817,82631,77364,111946,6560,74886,118250,112066,61695
1967,103266,104249,626,25775,60941,88173,1006,101640,116987,129337,1228,5221,5277,81788,110765,2340,3505,5377,95875,121300,106064
1968,103269,95705,131122,5071,26346,2943,58452,95600,8598,2565,130066,117572,117527,129857,98217,112381,82235,5685,86785,8705,110627
1969,103271,108001,57845,6580,88106,4515,69448,4185,8962,103081,4154,70661,110765,7447,130622,3199,5120,96058,79029,111303,5267
1970,103273,3895,67197,8878,84637,1118,103883,109199,97988,4853,4403,97913,95875,111659,85770,4939,1970,60069,115998,212,109771
1971,103275,108493,87975,68153,83,104350,68099,89848,105296,93404,79029,100036,72913,129454,104412,48530,103633,130374,106160,73885,105302
1972,103279,111659,86277,113073,98400,2276,113604,86096,1259,53133,107601,8530,91223,48783,114394,79828,99539,99043,1006,61100,93952
1973,103282,90960,76291,85440,96227,102880,78557,8705,107115,67792,96809,2149,5671,26194,112175,4631,84775,117572,44238,128510,6033
1974,103286,6781,1585,65660,118274,73676,120875,116985,8809,89016,110116,5350,55167,2472,106471,3778,78295,97823,115207,107424,5837
1975,103288,84770,50923,111587,83337,85440,8705,73240,5913,68012,75994,124442,5671,100246,81859,88513,89069,96809,107117,95705,3306
1976,103290,99539,70661,26707,53133,113073,915,5685,81788,98217,6788,107601,230,102792,95705,5188,110627,4469,4764,447,131122
1977,103292,130562,50858,90059,113707,100904,2726,1006,118354,55226,127001,8679,6570,89848,112473,46258,4083,5743,26388,6987,79238
1978,103294,93669,88339,6580,90866,5350,8705,81142,129522,71444,78557,1161,84799,5112,73117,67,6706,81398,60145,82711,5611
1979,103299,115166,54171,84738,4020,129855,53161,7561,4758,8870,94153,107370,3550,99238,122593,87028,80844,114550,8746,80295,5478
1980,103301,2943,84252,117527,26346,127001,915,85369,82631,103052,339,98378,117572,104331,95705,95563,83158,93029,90059,82235,109203
1981,103303,86785,2421,92106,1170,98475,6293,71966,53161,117474,105084,120861,50658,51935,78174,96082,45134,69448,88168,130066,2870
1982,103306,92192,101180,5290,104552,2311,32,1917,1590,1876,7400,8830,6264,329,7163,95151,3984,5181,4618,71135,83158
1983,103308,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
1984,103315,26172,85056,77364,83613,3895,6703,70336,52950,62081,2467,82308,4853,7163,114180,78461,2949,5837,93136,87890,2097
1985,103317,71688,65621,813,4535,106214,71444,108046,131084,54378,4527,94419,82852,87420,97688,102066,70826,98761,74266,47670,76291
1986,103319,98217,99560,4579,1006,100444,953,92535,7915,115460,86513,26691,69448,6202,107953,122859,88106,111303,105468,6580,78097
1987,103322,43899,8812,3004,112946,3649,117326,86442,100081,96655,1749,83920,7012,78557,8843,5485,116487,46976,5465,4023,2476
1988,103324,99539,77682,117065,3798,76030,98217,98067,104406,80295,5966,54826,5221,81788,8741,60941,6396,84252,1987,2687,4631
1989,103328,121055,101243,100275,104406,99539,120629,58452,102127,5685,6788,130066,8598,119629,53133,93914,129524,26707,95600,86785,26496
1990,103330,6580,1006,82356,113707,93669,97165,92027,113466,1180,79828,8809,126385,112473,5939,114394,61100,110116,96821,101952,130374
1991,103333,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1
1992,103335,79091,58299,63859,48159,120833,86059,104076,1148,112175,1495,91386,53993,130520,4016,58404,26183,108932,117454,3754,1
1993,103339,88028,97823,5671,8705,60546,82641,1866,82840,108156,65277,96227,129937,120132,90960,91981,108046,85440,73590,108791,86785
1994,103341,5459,1377,128249,90603,64900,6259,96691,6365,100882,690,1533,121275,5508,7001,3837,57041,102880,5904,1592,6204
1995,103343,95875,96569,113232,60941,626,1228,5161,6012,89016,3895,8834,129337,117326,108156,96227,8705,8541,59315,47793,26189
1996,103359,98460,120102,90960,72156,85175,82641,92894,130356,96227,72045,82744,84799,5182,66302,259,101180,101182,118206,26346,91981
1997,103361,122048,51486,6048,6303,5825,103838,131060,70722,8748,90424,98755,4694,1004,75994,232,83351,8721,81853,56995,4469
1998,103363,86815,5094,78696,50641,93952,116600,96294,5040,108953,101079,939,117752,6546,111632,47918,95875,77682,120518,92264,66337
1999,103366,115998,83158,89840,3766,83256,111946,95875,92062,26123,60686,61401,104312,86606,26148,72505,7040,7475,128634,66302,43853
2000,103368,915,86785,2943,58452,117527,6788,89678,129784,117586,71693,98067,98217,53161,447,129857,278,80586,74547,83158,95300
2001,103370,92264,69904,5271,7001,3119,115465,86778,121463,2472,81138,108857,86068,131050,89848,115943,126180,3945,131070,52458,49902
2002,103372,76291,5170,124857,86513,115998,83337,98217,131122,59947,95705,116539,90434,4608,6838,88028,106064,117572,112138,7316,109203
2003,103374,115207,4859,3430,72283,82911,103454,73240,91223,70833,93418,95497,2712,5427,4034,26008,81054,109524,3895,5488,42943
2004,103380,108156,5985,117930,129337,8679,5802,79929,1216,25890,7808,101640,8693,88065,6012,5094,116600,50641,4853,71999,1599
2005,103382,50482,48346,91786,3527,71404,47306,4839,88028,55106,80891,72692,84238,7193,6154,62081,107707,47446,58452,99539,94813
2006,103384,2123,95875,86880,7193,2006,6539,120518,588,783,69821,106072,112640,5882,3889,4990,6889,86815,2687,93520,1907
2007,103386,73117,8693,6779,7220,1854,4390,98217,88061,6529,5729,5664,6749,6404,130066,91805,79929,605,5802,52724,129857
2008,103388,72913,108493,120629,97775,97673,108041,126409,87975,81445,117930,93404,100036,57709,107516,92096,86096,56580,101648,104800,114003
2009,103406,88028,26519,110535,84436,116913,447,121055,72235,113374,127264,89016,26448,1547,117527,6571,108799,128578,60941,1749,98171
2010,103411,51249,101989,101719,4658,8922,54272,89000,55626,6520,8748,7108,99539,110748,127068,77682,4743,4853,54605,3974,45517
2011,103413,82235,127001,2331,103052,1102,89069,52005,125786,8963,7942,110102,121167,46976,112423,90019,2732,60289,108046,8705,112640
2012,103418,131122,126510,83337,101262,8705,85440,8812,60827,5106,4964,108046,78557,105490,7034,73117,76747,26577,95705,88237,7738
2013,103420,117752,117586,5802,88028,106214,6546,2943,117527,129348,117572,4579,110627,82631,5985,50641,79929,71693,116859,8812,93939
2014,103422,7750,6485,1728,6807,118854,128201,82726,843,114394,69448,110194,121173,106017,120629,94419,4011,97673,90960,5130,89069
2015,103424,120936,127180,98122,103052,108493,70722,1102,114593,1806,93365,3069,88411,82235,73885,6524,26655,82356,56607,113466,89069
2016,103433,5904,6202,81138,91805,105340,99744,129311,4579,99389,109359,131070,2123,107551,74107,73390,75423,98938,4694,80779,26258
2017,103435,6546,116177,3045,86815,53554,8933,106214,7287,117752,47918,112477,101799,116600,46748,89222,120928,48700,5040,83927,93723
2018,103437,5221,3259,4631,126184,1749,26101,88129,630,65315,106214,69448,66302,83337,26012,47793,4889,66352,55363,60411,4184
2019,103439,6838,8968,87197,1445,4853,51632,7031,77364,131122,111659,57692,107707,73234,2893,87446,8677,46762,7108,5761,2273
2020,103444,1547,2123,66352,83558,88028,60941,47940,82641,7298,71688,26346,111946,89126,8809,112800,454,78620,460,100141,128578
2021,103446,8705,6580,87047,129337,78097,80295,129883,99754,110326,82235,82641,78557,60231,84446,83337,2123,130622,1749,81398,84799
2022,103449,3206,2181,115531,1396,53737,81788,230,45730,128985,5282,25788,26698,185,3850,4469,125884,3102,4764,96227,109489
2023,103452,109713,7474,86181,71416,65667,8705,5685,6838,5671,119929,112399,117490,104610,109066,26125,104849,89002,5071,111259,125661
2024,103454,97823,108046,109359,7621,71444,61100,81142,43899,107516,107359,57709,76238,82235,82097,82641,95875,8900,89016,5985,110326
2025,103460,106214,56801,2367,2803,4853,3289,85770,4990,5106,82641,78467,2123,2384,64900,6734,3440,114795,4023,7845,51520
2026,103462,117065,115460,99014,100141,5408,92106,60941,2123,54826,6209,83158,90603,98120,88028,43267,102749,8809,26448,111946,5767
2027,103465,8895,124442,45172,93888,79769,90413,2709,127001,87975,5629,54826,348,106214,4083,104412,57942,83158,4259,105238,70661
2028,103472,108493,101904,54607,113112,26617,89592,48389,44943,5669,116600,67999,26246,96941,56599,51457,120936,6365,5672,130856,83158
2029,103474,1282,1907,103633,97186,4016,48,596,5027,2687,81698,117478,73002,1022,5786,100737,70817,101904,47165,6548,118558
2030,103476,89069,113707,86290,5460,7231,2163,90522,120280,2997,3559,5515,101947,26158,108493,98122,72913,129245,5629,70722,91169
2031,103478,99389,107516,76291,58452,89016,101908,2472,7915,50658,80862,25970,97866,96471,129348,52724,112640,73826,73117,118206,60728
2032,103481,103487,97046,348,122495,115460,109042,51709,81831,8728,5465,2613,122859,108046,60193,74095,1585,106879,86298,44773,94900
2033,103483,96815,26492,1907,2687,7846,4876,128215,1377,73876,6967,1282,103727,77339,4618,6755,61692,44020,126180,588,6659
